Sentence,Sentiment
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",neutral
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative
The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral
"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",positive
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive
The company said it estimates to make a slight profit thanks to cost-cutting measures .,positive
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative
REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,positive
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
This is the first time Finnair has been awarded an agreement with the UK government .,positive
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,positive
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive
The Group aims to increase its net sales and comparable operating profit in 2006 .,positive
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",positive
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",positive
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,neutral
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral
The first stage of the contract covers 133 stores and 600 cash registers .,neutral
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive
RT @ACInvestorBlog $AAPL still on track for $500,positive
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,neutral
The Board of Directors was authorized to decide on other terms of the share issue .,neutral
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative
"According to Olvi , the company is already negotiating new agreements .",neutral
CRH's concrete bid for Holcim Lafarge assets,positive
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive
The company says the measures are no longer needed .,neutral
Airbus will attempt to evacuate up to 873 people within 90 seconds .,neutral
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative
The plant is expected to start production in the first half of 2007 .,neutral
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral
Less than ten people will face pension agreements .,neutral
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,positive
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",positive
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",neutral
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive
GKN to buy Fokker Technologies for 706 mln euros,positive
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",neutral
"They are responsible for their own operations , customer relationships , and the development of these .",neutral
$RDC Rowan Expands Share Repurchase Program to $150 million,positive
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",positive
"In this case , the effect would be negative in Finland .",negative
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral
Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,negative
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",neutral
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,positive
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral
The Oulu plant employs approximately 120 people .,neutral
$GPRO down 25% since Tue morning.,negative
"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",neutral
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",neutral
WPP wins race for 'programmatic buying' agency Essence Digital,positive
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive
Productional situation has now improved .,positive
"Kiosk and cinema operations have suffered , in particular .",negative
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral
"However , the bottom-line result improved thanks to positive financial items .",positive
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,positive
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",positive
Revenues at the same time grew 14 percent to 43 million euros .,positive
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative
$HRL ready to pop! http://stks.co/s0Ny4,positive
Legal & General share price: Finance chief to step down,negative
$SPY c'mon bulls buy DIPS!,positive
Greene King's third quarter sales boosted by festive season,positive
Germanwings disaster will not affect image of budget air travel - easyJet,neutral
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive
Sales fell abroad but increased in Finland .,neutral
The measures result from weak demand in the shipbuilding industry .,negative
Symphony Services provides development services for Aldata GOLD .,neutral
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral
CapMan made its initial investment in OneMed in June 2006 .,neutral
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,neutral
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",positive
M. and a Master of Business Administration MBA .,neutral
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,neutral
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",neutral
`` Leipurin is a growing and rapidly internationalizing Group .,positive
The value of the orders is over EUR 10mn .,neutral
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral
Active shipping is essential for Finland .,neutral
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",positive
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",positive
To see a slide show of all the newest product releases from Fiskars .,neutral
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,neutral
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",neutral
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",neutral
Talentum 's net sales in September were smaller than expected .,negative
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral
Through this transaction we are able to participate in developing the industry .,positive
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,positive
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral
The value of the orders is about EUR 25mn .,neutral
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",negative
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",neutral
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,positive
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative
RBI surprises Street; Sensex pares gains after hitting mount 30k,negative
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",positive
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative
Financial details were n't disclosed .,neutral
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive
"In Finland , export industry forms a large clientele for the packaging industry .",neutral
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,negative
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive
The category was marked by maturity and the recession .,neutral
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,positive
Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,neutral
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative
Long $ENDP @ $26.23 on $AGN b/o rumor,positive
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,negative
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,neutral
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",neutral
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
The turbines are expected to be launched by the end of 2012 .,neutral
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,positive
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral
The company did not distribute a dividend in 2005 .,neutral
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",positive
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",positive
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive
The company specialises in temporary electrification and heating at construction sites .,neutral
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",neutral
"On the other hand , Finnish sawmills ' production has decreased even more .",negative
Spain's CaixaBank Expects To Close Deal For Banco BPI,positive
Look at that $AMZN > 600,positive
`` Management decided at the end of 2005 to increase cathode copper capacity .,neutral
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,neutral
Unilever profit rises despite sales slump in China,positive
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,positive
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive
$AXP Looking for continuation with volume increase http://stks.co/c8sR,positive
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,positive
Exports grew 16.5 percent to 19.1 million liters .,positive
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive
"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",positive
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",positive
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,positive
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral
EPS grew to 0.04 eur from 0.02 eur .,positive
$CHRM Loooooongggggg base,positive
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive
Turnover rose to EUR21m from EUR17m .,positive
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",neutral
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",neutral
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral
"Body The credit falls due February 24 , 2014 .",neutral
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",positive
The bond has a value of EUR150m and a maturity of 4 years .,neutral
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive
AstraZeneca suffers setback after drug fails to treat eye cancer,negative
The orders are part of a long-term development plan of Latvijas Finieris .,neutral
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",neutral
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",positive
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,positive
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative
Rimi supermarket is the key customer in Magistral center .,neutral
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral
Bought some more $CELG as it is ready for a bounce.,positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",positive
"Britain's FTSE bounces back, Mondi and Barratt lead",positive
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",positive
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",neutral
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",neutral
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive
The solution will now be expanded to include all ground staff tasks .,neutral
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",neutral
$FTI Breakout today after reporting earnings last night,positive
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral
The event can also be viewed as a live webcast at www.cargotec.com .,neutral
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",positive
Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,neutral
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",neutral
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive
